ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,age,remod_age
MSSC50,RM,0.0,7920,2,3,Lvl,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,3,1,FuseA,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,8,0,0,none,0.0,0,0.0,0.0,0,0,0,0,144,0,0,0,0,0,mar,eight,WD ,89500,88,58
MSSC20,RL,100.0,18494,2,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,5,1,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2005.0,3,2.0,430.0,3,3,2,36,23,0,0,0,0,0,jan,ten,WD ,199500,5,5
MSSC20,RL,0.0,7162,2,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,No,Unf,0.0,Unf,0.0,876.0,876.0,GasA,3,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1966.0,1,1.0,408.0,3,3,2,0,0,0,0,0,0,0,dec,eight,WD ,109900,42,42
MSSC70,RL,53.0,10918,2,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,5,1,SBrkr,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,8,2,4,Detchd,1926.0,1,1.0,282.0,3,3,2,0,0,0,0,145,0,0,jun,nine,WD ,234000,83,5
MSSC120,RM,37.0,4435,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,1,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,4,Attchd,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,may,six,WD ,155900,2,2
MSSC50,RL,0.0,11250,2,4,Lvl,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,5,1,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,6,2,3,Attchd,1957.0,1,1.0,304.0,3,3,2,120,0,0,0,0,0,0,nov,nine,WD ,161500,52,20
MSSC20,RL,0.0,14375,2,3,Lvl,2,CulDSac,3,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3,3,No,GLQ,111.0,Rec,354.0,354.0,819.0,GasA,4,1,FuseA,1344,0,0,1344,0.0,1.0,1,0,3,1,4,7,8,1,4,Basment,1958.0,2,2.0,525.0,3,3,2,0,118,0,0,233,0,0,jan,nine,COD,137500,51,51
MSSC190,RM,100.0,9045,2,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,1,Unf,0.0,Unf,0.0,840.0,840.0,Grav,2,0,FuseF,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,8,0,0,none,0.0,0,0.0,0.0,0,0,0,0,18,18,0,0,0,0,jun,ten,WD ,76500,100,60
MSSC60,RL,97.0,10029,2,3,Lvl,4,Corner,3,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4,3,No,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,3,1,SBrkr,1164,896,0,2060,0.0,1.0,2,1,4,1,3,8,8,1,3,Attchd,1988.0,1,2.0,521.0,3,3,2,0,228,0,0,192,0,0,sep,seven,WD ,211000,19,18
MSSC120,RH,34.0,4060,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,GLQ,266.0,Unf,0.0,1139.0,1405.0,GasA,5,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1998.0,3,2.0,511.0,3,3,2,144,68,0,0,0,0,0,aug,eight,COD,181000,10,9
MSSC80,RL,82.0,9020,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,3,Rec,312.0,ALQ,539.0,276.0,1127.0,GasA,3,1,SBrkr,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1966.0,2,2.0,490.0,4,4,2,0,129,0,0,0,0,0,may,eight,WD ,174900,42,42
MSSC80,RL,96.0,11777,2,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,3,3,CBlock,3,3,2,LwQ,328.0,ALQ,551.0,285.0,1164.0,GasA,5,1,SBrkr,1320,0,0,1320,1.0,0.0,1,0,3,1,3,6,8,2,2,Attchd,1966.0,2,2.0,564.0,3,3,2,160,68,240,0,0,0,0,may,six,WD ,164500,40,40
MSSC20,RL,70.0,10171,2,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,No,GLQ,2.0,Unf,0.0,1515.0,1517.0,GasA,5,1,SBrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2004.0,2,2.0,532.0,3,3,2,0,0,0,0,0,0,0,mar,ten,WD ,214000,6,6
MSSC60,RL,80.0,10400,2,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,1,Unf,0.0,Unf,0.0,738.0,738.0,GasA,3,1,SBrkr,1277,767,0,2044,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1980.0,1,2.0,489.0,3,3,2,28,73,0,0,0,0,0,mar,eight,WD ,185000,28,20
MSSC50,RM,52.0,6240,2,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,5,1,SBrkr,624,512,0,1136,0.0,1.0,1,0,2,1,3,6,8,0,0,Detchd,1990.0,1,1.0,336.0,3,3,2,0,365,80,0,0,0,0,aug,eight,WD ,123000,79,58
MSSC85,RL,0.0,12150,2,3,Bnk,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,2,GLQ,1001.0,Unf,0.0,0.0,1001.0,GasA,3,1,SBrkr,1299,0,0,1299,1.0,0.0,2,0,2,1,4,5,8,1,1,BuiltIn,1979.0,2,2.0,486.0,3,3,2,84,0,222,0,0,0,0,jan,seven,WD ,183500,28,28
MSSC160,FV,24.0,2645,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,5,1,SBrkr,764,677,0,1441,0.0,0.0,2,1,2,1,4,5,8,0,0,Detchd,1999.0,1,2.0,492.0,3,3,2,206,0,0,0,0,0,0,nov,seven,WD ,174000,8,7
MSSC20,RL,0.0,22692,2,3,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,587.0,Unf,0.0,486.0,1073.0,GasA,3,1,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,5,1,3,Detchd,1953.0,1,2.0,649.0,3,3,1,0,64,0,0,0,0,0,mar,seven,COD,130000,54,54
MSSC70,RM,60.0,9600,2,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,4,No,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,5,1,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,5,6,8,1,4,Detchd,1925.0,1,2.0,546.0,2,3,2,0,0,234,0,0,0,0,aug,six,WD ,178000,81,16
MSSC60,RL,74.0,13830,2,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,791.0,Unf,0.0,137.0,928.0,GasA,4,1,SBrkr,928,701,0,1629,0.0,0.0,2,1,3,1,3,6,8,1,3,Attchd,1997.0,3,2.0,482.0,3,3,2,212,34,0,0,0,0,0,mar,ten,WD ,189900,13,12
MSSC120,RM,0.0,4435,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,0,0,Attchd,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,jun,nine,WD ,144000,6,5
MSSC30,RM,0.0,5890,2,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,2,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,5,1,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,2002.0,1,1.0,432.0,3,3,2,0,0,96,0,0,0,0,jun,eight,WD ,120500,78,1
MSSC20,RL,112.0,10859,2,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1097.0,1097.0,GasA,5,1,SBrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1995.0,1,2.0,672.0,3,3,2,392,64,0,0,0,0,0,jun,nine,WD ,145000,15,14
MSSC120,RL,41.0,5330,2,4,Lvl,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,GLQ,1196.0,Unf,0.0,298.0,1494.0,GasA,5,1,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,8,0,0,Attchd,2000.0,2,2.0,499.0,3,3,2,96,48,0,0,0,0,0,aug,seven,WD ,251000,7,7
MSSC90,RL,72.0,10778,2,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,3,0,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,8,0,0,none,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,apr,ten,WD ,136500,42,42
MSSC90,RL,74.0,6845,2,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,3,3,Slab,0,0,0,none,0.0,none,0.0,0.0,0.0,GasA,3,0,FuseF,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,0,none,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,jul,eight,WD ,82500,53,53
MSSC30,I (all),109.0,21780,1,4,Lvl,3,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0,0,0,none,0.0,none,0.0,0.0,0.0,GasA,3,0,FuseA,810,0,0,810,0.0,0.0,1,0,1,1,3,4,7,0,0,Detchd,1975.0,1,1.0,280.0,3,3,0,119,24,0,0,0,0,0,mar,nine,ConLD,57625,99,59
MSSC120,RL,80.0,10307,2,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,4,3,PConc,4,3,No,GLQ,876.0,Unf,0.0,474.0,1350.0,GasA,5,1,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2008.0,2,2.0,484.0,3,3,2,192,26,0,0,0,0,0,may,nine,WD ,212500,2,1
MSSC120,RM,32.0,4500,2,4,Lvl,4,FR2,3,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5,3,No,GLQ,897.0,Unf,0.0,319.0,1216.0,GasA,5,1,SBrkr,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,8,0,0,Attchd,1998.0,1,2.0,402.0,3,3,2,0,125,0,0,0,0,0,may,six,WD ,164000,8,8
MSSC50,RM,75.0,9060,2,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,4,1,SBrkr,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,8,0,0,Detchd,1957.0,1,1.0,384.0,3,3,2,0,21,0,0,0,0,0,apr,six,WD ,139000,49,49
MSSC160,FV,24.0,2160,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4,3,No,BLQ,510.0,Unf,0.0,90.0,600.0,GasA,5,1,SBrkr,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,1999.0,1,2.0,462.0,3,3,2,0,48,0,0,0,0,0,mar,eight,WD ,160000,9,8
MSSC85,RL,70.0,7669,2,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,PConc,4,3,2,GLQ,718.0,LwQ,110.0,0.0,828.0,GasA,3,1,SBrkr,883,0,0,883,1.0,0.0,1,0,2,1,3,5,8,1,2,Detchd,1998.0,1,2.0,698.0,3,3,2,100,32,0,0,0,0,0,jun,nine,WD ,149000,17,16
MSSC20,RL,62.0,9858,2,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,510.0,Unf,0.0,354.0,864.0,GasA,3,1,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1968.0,2,1.0,288.0,3,3,2,33,0,0,0,0,0,600,nov,nine,WD ,130000,41,41
MSSC70,RM,50.0,10300,2,3,Bnk,4,Inside,3,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,4,1,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,8,0,0,Detchd,1990.0,1,2.0,480.0,3,3,2,12,11,64,0,0,0,0,apr,ten,WD ,140000,89,60
MSSC20,FV,65.0,8125,2,4,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1836.0,1836.0,GasA,5,1,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,8,1,4,Attchd,2009.0,3,2.0,517.0,3,3,2,0,175,0,0,0,0,0,oct,nine,New,264500,1,0
MSSC20,RL,69.0,14850,2,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,3,1,FuseA,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,8,1,3,Attchd,1957.0,3,1.0,299.0,3,3,2,268,0,0,0,122,0,0,may,six,WD ,141000,49,49
MSSC120,FV,35.0,4274,2,3,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,GLQ,1106.0,Unf,0.0,135.0,1241.0,GasA,5,1,SBrkr,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,8,0,0,Attchd,2007.0,3,2.0,569.0,3,3,2,0,116,0,0,0,0,0,nov,seven,New,199900,1,0
MSSC20,RL,80.0,9650,2,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,No,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,3,1,SBrkr,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,8,1,3,Attchd,1977.0,2,2.0,630.0,3,3,2,0,16,0,0,0,0,0,apr,nine,WD ,167900,32,32
MSSC20,RL,0.0,14585,2,3,Lvl,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,No,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,5,1,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,8,2,4,Attchd,1960.0,1,2.0,572.0,3,3,2,216,110,0,0,0,0,0,jun,seven,WD ,181900,47,20
MSSC20,FV,75.0,9000,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,2,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,5,1,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,apr,ten,WD ,262500,2,2
MSSC60,RL,0.0,13774,2,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,4,PConc,4,3,No,GLQ,432.0,Unf,0.0,476.0,908.0,GasA,5,1,SBrkr,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,8,2,3,Attchd,1977.0,2,2.0,520.0,3,3,2,321,72,0,0,156,0,0,nov,nine,WD ,230000,32,17
MSSC120,FV,50.0,5119,2,3,Lvl,4,CulDSac,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,2,GLQ,1238.0,Unf,0.0,460.0,1698.0,GasA,5,1,SBrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,8,1,3,Attchd,1999.0,3,2.0,506.0,3,3,2,97,65,0,0,0,0,0,jan,eight,CWD,328900,9,8
MSSC20,RL,71.0,9254,2,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,5,1,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,554.0,3,3,2,168,27,0,0,0,0,0,jan,seven,WD ,232698,2,2
MSSC20,RL,95.0,10324,2,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,2,GLQ,872.0,Unf,0.0,382.0,1254.0,GasA,5,1,SBrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2008.0,2,3.0,810.0,3,3,2,168,92,0,0,0,0,0,mar,nine,WD ,221800,1,1
MSSC50,RL,63.0,8375,2,4,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,ALQ,336.0,Unf,0.0,240.0,576.0,GasA,4,1,SBrkr,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,7,0,0,2Types,1973.0,1,3.0,627.0,3,3,0,0,0,0,0,0,0,0,jun,eight,WD ,152400,67,35
MSSC20,RL,75.0,9750,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,5,1,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,4,6,8,1,3,Attchd,2000.0,1,2.0,451.0,3,3,2,74,234,0,0,0,0,0,oct,nine,WD ,213000,9,8
MSSC60,RL,74.0,7632,2,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,5,1,SBrkr,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,449.0,3,3,2,100,77,0,0,0,0,0,mar,six,WD ,184900,1,1
MSSC190,RL,90.0,15750,2,4,Lvl,4,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,1,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,3,1,SBrkr,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,8,2,4,Attchd,1953.0,1,1.0,375.0,3,3,2,0,0,0,0,0,0,0,jun,six,WD ,157000,53,53
MSSC20,RL,0.0,9240,2,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,612.0,Unf,0.0,252.0,864.0,GasA,4,1,SBrkr,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,7,1,3,Detchd,1972.0,1,2.0,576.0,3,3,2,161,0,0,0,0,0,0,mar,six,WD ,144000,44,4
MSSC20,RL,80.0,10400,2,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,No,GLQ,903.0,Unf,0.0,356.0,1259.0,GasA,5,1,SBrkr,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,8,1,3,Attchd,1979.0,2,2.0,478.0,3,3,2,240,141,0,0,0,0,0,aug,seven,WD ,192350,28,8
MSSC20,RL,80.0,8800,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3,3,No,BLQ,654.0,Unf,0.0,520.0,1174.0,GasA,5,1,SBrkr,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,8,1,3,Attchd,1966.0,2,2.0,440.0,3,3,2,0,0,0,0,0,0,0,oct,seven,CWD,163500,41,41
MSSC60,RL,86.0,11839,2,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4,3,No,GLQ,1085.0,Unf,0.0,390.0,1475.0,GasA,5,1,SBrkr,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,8,1,5,Attchd,1990.0,1,2.0,514.0,3,3,2,192,121,0,0,0,0,0,may,eight,WD ,262280,18,18
MSSC20,RL,70.0,9135,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4,3,2,GLQ,810.0,Unf,0.0,726.0,1536.0,GasA,5,1,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2002.0,2,2.0,532.0,3,3,2,192,74,0,0,0,0,0,dec,eight,WD ,214000,6,5
MSSC20,RL,90.0,14115,2,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,3,3,PConc,3,3,No,ALQ,296.0,GLQ,547.0,230.0,1073.0,GasA,5,1,SBrkr,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,8,1,4,Attchd,1956.0,3,2.0,470.0,3,3,2,0,0,280,0,0,0,0,jul,six,WD ,230000,50,2
MSSC60,RL,109.0,14154,2,4,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,5,4,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,5,1,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,8,1,4,Attchd,2006.0,2,3.0,947.0,3,3,2,192,62,0,0,0,0,0,aug,seven,New,280000,1,1
